Piloto_ID,Piloto,Año,Carrera,Posición_Salida,Posición_Final,Puntos,Constructor
243,Stommelen,1971,South African Grand Prix,15,12,0.0,Surtees
243,Stommelen,1971,Spanish Grand Prix,19,20,0.0,Surtees
243,Stommelen,1971,Monaco Grand Prix,16,6,1.0,Surtees
243,Stommelen,1971,Dutch Grand Prix,18,19,0.0,Surtees
243,Stommelen,1971,French Grand Prix,10,11,0.0,Surtees
243,Stommelen,1971,British Grand Prix,12,5,2.0,Surtees
243,Stommelen,1971,German Grand Prix,12,10,0.0,Surtees
243,Stommelen,1971,Austrian Grand Prix,12,7,0.0,Surtees
243,Stommelen,1971,Italian Grand Prix,23,24,0.0,Surtees
243,Stommelen,1971,Canadian Grand Prix,23,19,0.0,Surtees
243,Stommelen,1970,South African Grand Prix,15,21,0.0,Brabham
243,Stommelen,1970,Spanish Grand Prix,17,8,0.0,Brabham
243,Stommelen,1970,Monaco Grand Prix,0,18,0.0,Brabham
243,Stommelen,1970,Belgian Grand Prix,7,5,2.0,Brabham
243,Stommelen,1970,Dutch Grand Prix,0,22,0.0,Brabham
243,Stommelen,1970,French Grand Prix,14,7,0.0,Brabham
243,Stommelen,1970,German Grand Prix,11,5,2.0,Brabham
365,Hahne,1970,German Grand Prix,0,25,0.0,March
20,Vettel,2009,Abu Dhabi Grand Prix,2,1,10.0,Red Bull
2,Heidfeld,2009,Abu Dhabi Grand Prix,8,5,4.0,BMW Sauber
3,Rosberg,2009,Abu Dhabi Grand Prix,9,9,0.0,Williams
16,Sutil,2009,Abu Dhabi Grand Prix,17,17,0.0,Force India
243,Stommelen,1970,Austrian Grand Prix,17,3,4.0,Brabham
243,Stommelen,1970,Italian Grand Prix,17,5,2.0,Brabham
243,Stommelen,1970,Canadian Grand Prix,18,19,0.0,Brabham
243,Stommelen,1970,United States Grand Prix,19,12,0.0,Brabham
243,Stommelen,1970,Mexican Grand Prix,17,14,0.0,Brabham
365,Hahne,1968,German Grand Prix,18,10,0.0,Lola
379,Ahrens,1968,German Grand Prix,17,12,0.0,Brabham-Repco
365,Hahne,1967,German Grand Prix,14,17,0.0,Lola
379,Ahrens,1967,German Grand Prix,23,21,0.0,Protos
423,Mitter,1965,German Grand Prix,12,12,0.0,Lotus-Climax
423,Mitter,1964,German Grand Prix,19,9,0.0,Lotus-Climax
431,Barth,1964,German Grand Prix,20,18,0.0,Cooper-Climax
423,Mitter,1963,Dutch Grand Prix,16,19,0.0,Porsche
423,Mitter,1963,German Grand Prix,15,4,3.0,Porsche
442,Kuhnke,1963,German Grand Prix,0,26,0.0,Lotus-Borgward
423,Mitter,1963,Italian Grand Prix,0,29,0.0,Porsche
445,Seiffert,1963,Italian Grand Prix,0,31,0.0,Lotus-BRM
455,Seidel,1962,Dutch Grand Prix,20,14,0.0,Emeryson
455,Seidel,1962,British Grand Prix,21,20,0.0,Lotus-BRM
455,Seidel,1962,German Grand Prix,0,28,0.0,Lotus-BRM
445,Seiffert,1962,German Grand Prix,0,30,0.0,Lotus-BRM
442,Kuhnke,1962,Italian Grand Prix,0,31,0.0,Lotus-Borgward
476,von Trips,1961,Monaco Grand Prix,6,4,3.0,Ferrari
478,Herrmann,1961,Monaco Grand Prix,13,9,0.0,Porsche
476,von Trips,1961,Dutch Grand Prix,2,1,9.0,Ferrari
478,Herrmann,1961,Dutch Grand Prix,13,15,0.0,Porsche
476,von Trips,1961,Belgian Grand Prix,2,2,6.0,Ferrari
455,Seidel,1961,Belgian Grand Prix,0,23,0.0,Lotus-Climax
476,von Trips,1961,French Grand Prix,2,20,0.0,Ferrari
455,Seidel,1961,French Grand Prix,0,27,0.0,Lotus-Climax
478,Herrmann,1961,French Grand Prix,0,29,0.0,Porsche
476,von Trips,1961,British Grand Prix,4,1,9.0,Ferrari
455,Seidel,1961,British Grand Prix,22,17,0.0,Lotus-Climax
476,von Trips,1961,German Grand Prix,5,2,6.0,Ferrari
478,Herrmann,1961,German Grand Prix,11,13,0.0,Porsche
455,Seidel,1961,German Grand Prix,23,23,0.0,Lotus-Climax
431,Barth,1961,German Grand Prix,0,27,0.0,Porsche
476,von Trips,1961,Italian Grand Prix,1,27,0.0,Ferrari
455,Seidel,1961,Italian Grand Prix,28,30,0.0,Lotus-Climax
431,Barth,1961,Italian Grand Prix,0,34,0.0,Porsche
476,von Trips,1960,Argentine Grand Prix,5,5,2.0,Ferrari
476,von Trips,1960,Monaco Grand Prix,8,8,0.0,Ferrari
476,von Trips,1960,Dutch Grand Prix,15,5,2.0,Ferrari
476,von Trips,1960,Belgian Grand Prix,11,10,0.0,Ferrari
476,von Trips,1960,French Grand Prix,5,11,0.0,Ferrari
476,von Trips,1960,British Grand Prix,7,6,1.0,Ferrari
476,von Trips,1960,Portuguese Grand Prix,9,4,3.0,Ferrari
476,von Trips,1960,Italian Grand Prix,6,5,2.0,Ferrari
478,Herrmann,1960,Italian Grand Prix,10,6,1.0,Porsche
431,Barth,1960,Italian Grand Prix,12,7,0.0,Porsche
455,Seidel,1960,Italian Grand Prix,13,9,0.0,Cooper-Climax
476,von Trips,1960,United States Grand Prix,16,9,0.0,Cooper-Maserati
476,von Trips,1959,Monaco Grand Prix,12,14,0.0,Porsche
478,Herrmann,1959,British Grand Prix,19,20,0.0,Cooper-Maserati
478,Herrmann,1959,German Grand Prix,11,9,0.0,BRM
476,von Trips,1959,United States Grand Prix,6,6,0.0,Ferrari
476,von Trips,1958,Monaco Grand Prix,11,7,0.0,Ferrari
455,Seidel,1958,Belgian Grand Prix,17,17,0.0,Maserati
476,von Trips,1958,French Grand Prix,21,3,4.0,Ferrari
476,von Trips,1958,British Grand Prix,11,10,0.0,Ferrari
476,von Trips,1958,German Grand Prix,5,4,3.0,Ferrari
431,Barth,1958,German Grand Prix,13,6,0.0,Porsche
455,Seidel,1958,German Grand Prix,17,14,0.0,Cooper
478,Herrmann,1958,German Grand Prix,20,20,0.0,Maserati
476,von Trips,1958,Portuguese Grand Prix,6,5,2.0,Ferrari
478,Herrmann,1958,Italian Grand Prix,18,11,0.0,Maserati
476,von Trips,1958,Italian Grand Prix,6,19,0.0,Ferrari
478,Herrmann,1958,Moroccan Grand Prix,18,9,0.0,Maserati
455,Seidel,1958,Moroccan Grand Prix,20,23,0.0,Cooper
476,von Trips,1957,Monaco Grand Prix,9,7,0.0,Ferrari
478,Herrmann,1957,Monaco Grand Prix,0,18,0.0,Maserati
431,Barth,1957,German Grand Prix,12,12,0.0,Porsche
478,Herrmann,1957,German Grand Prix,11,16,0.0,Maserati
476,von Trips,1957,Italian Grand Prix,8,3,4.0,Ferrari
476,von Trips,1956,Italian Grand Prix,0,25,0.0,Ferrari
478,Herrmann,1955,Argentine Grand Prix,10,4,1.0,Mercedes
648,Kling,1955,Argentine Grand Prix,6,18,0.0,Mercedes
478,Herrmann,1955,Monaco Grand Prix,0,23,0.0,Mercedes
648,Kling,1955,Belgian Grand Prix,6,10,0.0,Mercedes
648,Kling,1955,Dutch Grand Prix,3,15,0.0,Mercedes
648,Kling,1955,British Grand Prix,4,3,4.0,Mercedes
648,Kling,1955,Italian Grand Prix,3,11,0.0,Mercedes
648,Kling,1954,French Grand Prix,2,2,6.0,Mercedes
478,Herrmann,1954,French Grand Prix,7,14,1.0,Mercedes
648,Kling,1954,British Grand Prix,6,7,0.0,Mercedes
648,Kling,1954,German Grand Prix,23,4,4.0,Mercedes
691,Lang,1954,German Grand Prix,13,12,0.0,Mercedes
692,Helfrich,1954,German Grand Prix,21,14,0.0,Klenk
478,Herrmann,1954,German Grand Prix,4,15,0.0,Mercedes
478,Herrmann,1954,Swiss Grand Prix,7,3,4.0,Mercedes
648,Kling,1954,Swiss Grand Prix,5,9,0.0,Mercedes
478,Herrmann,1954,Italian Grand Prix,8,4,3.0,Mercedes
648,Kling,1954,Italian Grand Prix,4,14,0.0,Mercedes
648,Kling,1954,Spanish Grand Prix,12,5,2.0,Mercedes
478,Herrmann,1954,Spanish Grand Prix,9,12,0.0,Mercedes
478,Herrmann,1953,German Grand Prix,14,9,0.0,Veritas
692,Helfrich,1953,German Grand Prix,28,12,0.0,Veritas
455,Seidel,1953,German Grand Prix,29,16,0.0,Veritas
431,Barth,1953,German Grand Prix,24,20,0.0,EMW
711,Karch,1953,German Grand Prix,34,22,0.0,Veritas
712,Heeks,1953,German Grand Prix,18,23,0.0,Veritas
714,Adolff,1953,German Grand Prix,27,28,0.0,Ferrari
715,Bechem,1953,German Grand Prix,30,29,0.0,AFM
716,Bauer,1953,German Grand Prix,33,32,0.0,Veritas
717,von Stuck,1953,German Grand Prix,23,33,0.0,AFM
718,Loof,1953,German Grand Prix,31,34,0.0,Veritas
691,Lang,1953,Swiss Grand Prix,11,5,2.0,Maserati
717,von Stuck,1953,Italian Grand Prix,29,14,0.0,AFM
717,von Stuck,1952,Swiss Grand Prix,14,18,0.0,AFM
724,Ulmen,1952,Swiss Grand Prix,16,19,0.0,Veritas
751,Riess,1952,German Grand Prix,12,7,0.0,Veritas
724,Ulmen,1952,German Grand Prix,15,8,0.0,Veritas
752,Niedermayr,1952,German Grand Prix,22,9,0.0,AFM
753,Klenk,1952,German Grand Prix,8,11,0.0,Veritas
712,Heeks,1952,German Grand Prix,9,14,0.0,AFM
750,Brudes,1952,German Grand Prix,19,16,0.0,Veritas
715,Bechem,1952,German Grand Prix,30,18,0.0,BMW
756,Pietsch,1952,German Grand Prix,7,24,0.0,Veritas
692,Helfrich,1952,German Grand Prix,18,27,0.0,Veritas
757,Peters,1952,German Grand Prix,20,28,0.0,Veritas
717,von Stuck,1952,Italian Grand Prix,0,33,0.0,Ferrari
756,Pietsch,1951,German Grand Prix,7,16,0.0,Alfa Romeo
756,Pietsch,1950,Italian Grand Prix,27,26,0.0,Maserati
648,Kling,1955,Argentine Grand Prix,10,4,1.0,Mercedes
476,von Trips,1957,Argentine Grand Prix,11,6,0.0,Ferrari
20,Vettel,2010,Bahrain Grand Prix,1,4,12.0,Red Bull
3,Rosberg,2010,Bahrain Grand Prix,5,5,10.0,Mercedes
30,Schumacher,2010,Bahrain Grand Prix,7,6,8.0,Mercedes
16,Sutil,2010,Bahrain Grand Prix,10,12,0.0,Force India
807,Hülkenberg,2010,Bahrain Grand Prix,13,14,0.0,Williams
10,Glock,2010,Bahrain Grand Prix,19,20,0.0,Virgin
3,Rosberg,2010,Australian Grand Prix,6,5,10.0,Mercedes
30,Schumacher,2010,Australian Grand Prix,7,10,1.0,Mercedes
10,Glock,2010,Australian Grand Prix,23,15,0.0,Virgin
20,Vettel,2010,Australian Grand Prix,1,17,0.0,Red Bull
16,Sutil,2010,Australian Grand Prix,10,18,0.0,Force India
807,Hülkenberg,2010,Australian Grand Prix,15,22,0.0,Williams
20,Vettel,2010,Malaysian Grand Prix,3,1,25.0,Red Bull
3,Rosberg,2010,Malaysian Grand Prix,2,3,15.0,Mercedes
16,Sutil,2010,Malaysian Grand Prix,4,5,10.0,Force India
807,Hülkenberg,2010,Malaysian Grand Prix,5,10,1.0,Williams
30,Schumacher,2010,Malaysian Grand Prix,8,21,0.0,Mercedes
10,Glock,2010,Malaysian Grand Prix,16,23,0.0,Virgin
3,Rosberg,2010,Chinese Grand Prix,4,3,15.0,Mercedes
20,Vettel,2010,Chinese Grand Prix,1,6,8.0,Red Bull
30,Schumacher,2010,Chinese Grand Prix,9,10,1.0,Mercedes
16,Sutil,2010,Chinese Grand Prix,10,11,0.0,Force India
807,Hülkenberg,2010,Chinese Grand Prix,16,15,0.0,Williams
10,Glock,2010,Chinese Grand Prix,19,24,0.0,Virgin
20,Vettel,2010,Spanish Grand Prix,2,3,15.0,Red Bull
30,Schumacher,2010,Spanish Grand Prix,6,4,12.0,Mercedes
16,Sutil,2010,Spanish Grand Prix,11,7,6.0,Force India
3,Rosberg,2010,Spanish Grand Prix,8,13,0.0,Mercedes
807,Hülkenberg,2010,Spanish Grand Prix,13,16,0.0,Williams
10,Glock,2010,Spanish Grand Prix,22,18,0.0,Virgin
20,Vettel,2010,Monaco Grand Prix,3,2,18.0,Red Bull
3,Rosberg,2010,Monaco Grand Prix,6,7,6.0,Mercedes
16,Sutil,2010,Monaco Grand Prix,12,8,4.0,Force India
30,Schumacher,2010,Monaco Grand Prix,7,12,0.0,Mercedes
10,Glock,2010,Monaco Grand Prix,20,21,0.0,Virgin
807,Hülkenberg,2010,Monaco Grand Prix,11,24,0.0,Williams
30,Schumacher,2010,Turkish Grand Prix,5,4,12.0,Mercedes
3,Rosberg,2010,Turkish Grand Prix,6,5,10.0,Mercedes
16,Sutil,2010,Turkish Grand Prix,11,9,2.0,Force India
807,Hülkenberg,2010,Turkish Grand Prix,17,17,0.0,Williams
10,Glock,2010,Turkish Grand Prix,21,18,0.0,Virgin
20,Vettel,2010,Turkish Grand Prix,3,22,0.0,Red Bull
20,Vettel,2010,Canadian Grand Prix,2,4,12.0,Red Bull
3,Rosberg,2010,Canadian Grand Prix,10,6,8.0,Mercedes
16,Sutil,2010,Canadian Grand Prix,9,10,1.0,Force India
30,Schumacher,2010,Canadian Grand Prix,13,11,0.0,Mercedes
807,Hülkenberg,2010,Canadian Grand Prix,12,13,0.0,Williams
10,Glock,2010,Canadian Grand Prix,21,20,0.0,Virgin
20,Vettel,2010,European Grand Prix,1,1,25.0,Red Bull
16,Sutil,2010,European Grand Prix,13,6,8.0,Force India
3,Rosberg,2010,European Grand Prix,12,10,1.0,Mercedes
30,Schumacher,2010,European Grand Prix,15,15,0.0,Mercedes
10,Glock,2010,European Grand Prix,22,19,0.0,Virgin
807,Hülkenberg,2010,European Grand Prix,8,22,0.0,Williams
3,Rosberg,2010,British Grand Prix,5,3,15.0,Mercedes
20,Vettel,2010,British Grand Prix,1,7,6.0,Red Bull
16,Sutil,2010,British Grand Prix,11,8,4.0,Force India
30,Schumacher,2010,British Grand Prix,10,9,2.0,Mercedes
807,Hülkenberg,2010,British Grand Prix,13,10,1.0,Williams
10,Glock,2010,British Grand Prix,19,18,0.0,Virgin
20,Vettel,2010,German Grand Prix,1,3,15.0,Red Bull
3,Rosberg,2010,German Grand Prix,9,8,4.0,Mercedes
30,Schumacher,2010,German Grand Prix,11,9,2.0,Mercedes
807,Hülkenberg,2010,German Grand Prix,10,13,0.0,Williams
16,Sutil,2010,German Grand Prix,19,17,0.0,Force India
10,Glock,2010,German Grand Prix,23,18,0.0,Virgin
20,Vettel,2010,Hungarian Grand Prix,1,3,15.0,Red Bull
807,Hülkenberg,2010,Hungarian Grand Prix,10,6,8.0,Williams
30,Schumacher,2010,Hungarian Grand Prix,14,11,0.0,Mercedes
10,Glock,2010,Hungarian Grand Prix,18,16,0.0,Virgin
3,Rosberg,2010,Hungarian Grand Prix,6,22,0.0,Mercedes
16,Sutil,2010,Hungarian Grand Prix,13,23,0.0,Force India
16,Sutil,2010,Belgian Grand Prix,8,5,10.0,Force India
3,Rosberg,2010,Belgian Grand Prix,14,6,8.0,Mercedes
30,Schumacher,2010,Belgian Grand Prix,21,7,6.0,Mercedes
807,Hülkenberg,2010,Belgian Grand Prix,9,14,0.0,Williams
20,Vettel,2010,Belgian Grand Prix,4,15,0.0,Red Bull
10,Glock,2010,Belgian Grand Prix,20,18,0.0,Virgin
20,Vettel,2010,Italian Grand Prix,6,4,12.0,Red Bull
3,Rosberg,2010,Italian Grand Prix,7,5,10.0,Mercedes
807,Hülkenberg,2010,Italian Grand Prix,8,7,6.0,Williams
30,Schumacher,2010,Italian Grand Prix,12,9,2.0,Mercedes
16,Sutil,2010,Italian Grand Prix,11,16,0.0,Force India
10,Glock,2010,Italian Grand Prix,24,17,0.0,Virgin
20,Vettel,2010,Singapore Grand Prix,2,2,18.0,Red Bull
3,Rosberg,2010,Singapore Grand Prix,7,5,10.0,Mercedes
16,Sutil,2010,Singapore Grand Prix,15,9,2.0,Force India
807,Hülkenberg,2010,Singapore Grand Prix,17,10,1.0,Williams
30,Schumacher,2010,Singapore Grand Prix,9,13,0.0,Mercedes
10,Glock,2010,Singapore Grand Prix,18,17,0.0,Virgin
2,Heidfeld,2010,Singapore Grand Prix,14,18,0.0,Sauber
20,Vettel,2010,Japanese Grand Prix,1,1,25.0,Red Bull
30,Schumacher,2010,Japanese Grand Prix,10,6,8.0,Mercedes
2,Heidfeld,2010,Japanese Grand Prix,11,8,4.0,Sauber
10,Glock,2010,Japanese Grand Prix,22,14,0.0,Virgin
3,Rosberg,2010,Japanese Grand Prix,6,17,0.0,Mercedes
16,Sutil,2010,Japanese Grand Prix,15,18,0.0,Force India
807,Hülkenberg,2010,Japanese Grand Prix,9,20,0.0,Williams
30,Schumacher,2010,Korean Grand Prix,9,4,12.0,Mercedes
2,Heidfeld,2010,Korean Grand Prix,13,9,2.0,Sauber
807,Hülkenberg,2010,Korean Grand Prix,11,10,1.0,Williams
16,Sutil,2010,Korean Grand Prix,14,16,0.0,Force India
20,Vettel,2010,Korean Grand Prix,1,17,0.0,Red Bull
10,Glock,2010,Korean Grand Prix,19,19,0.0,Virgin
3,Rosberg,2010,Korean Grand Prix,5,24,0.0,Mercedes
20,Vettel,2010,Brazilian Grand Prix,2,1,25.0,Red Bull
3,Rosberg,2010,Brazilian Grand Prix,13,6,8.0,Mercedes
30,Schumacher,2010,Brazilian Grand Prix,8,7,6.0,Mercedes
807,Hülkenberg,2010,Brazilian Grand Prix,1,8,4.0,Williams
16,Sutil,2010,Brazilian Grand Prix,22,12,0.0,Force India
2,Heidfeld,2010,Brazilian Grand Prix,15,17,0.0,Sauber
10,Glock,2010,Brazilian Grand Prix,17,20,0.0,Virgin
20,Vettel,2010,Abu Dhabi Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2010,Abu Dhabi Grand Prix,9,4,12.0,Mercedes
2,Heidfeld,2010,Abu Dhabi Grand Prix,14,11,0.0,Sauber
16,Sutil,2010,Abu Dhabi Grand Prix,13,13,0.0,Force India
807,Hülkenberg,2010,Abu Dhabi Grand Prix,15,16,0.0,Williams
10,Glock,2010,Abu Dhabi Grand Prix,21,22,0.0,Virgin
30,Schumacher,2010,Abu Dhabi Grand Prix,8,23,0.0,Mercedes
20,Vettel,2011,Australian Grand Prix,1,1,25.0,Red Bull
16,Sutil,2011,Australian Grand Prix,16,9,2.0,Force India
2,Heidfeld,2011,Australian Grand Prix,18,12,0.0,Renault
10,Glock,2011,Australian Grand Prix,21,15,0.0,Virgin
3,Rosberg,2011,Australian Grand Prix,7,17,0.0,Mercedes
30,Schumacher,2011,Australian Grand Prix,11,19,0.0,Mercedes
20,Vettel,2011,Malaysian Grand Prix,1,1,25.0,Red Bull
2,Heidfeld,2011,Malaysian Grand Prix,6,3,15.0,Renault
30,Schumacher,2011,Malaysian Grand Prix,11,9,2.0,Mercedes
16,Sutil,2011,Malaysian Grand Prix,17,11,0.0,Force India
3,Rosberg,2011,Malaysian Grand Prix,9,12,0.0,Mercedes
10,Glock,2011,Malaysian Grand Prix,21,16,0.0,Virgin
20,Vettel,2011,Chinese Grand Prix,1,2,18.0,Red Bull
3,Rosberg,2011,Chinese Grand Prix,4,5,10.0,Mercedes
30,Schumacher,2011,Chinese Grand Prix,14,8,4.0,Mercedes
2,Heidfeld,2011,Chinese Grand Prix,16,12,0.0,Renault
16,Sutil,2011,Chinese Grand Prix,11,15,0.0,Force India
10,Glock,2011,Chinese Grand Prix,22,21,0.0,Virgin
20,Vettel,2011,Turkish Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2011,Turkish Grand Prix,3,5,10.0,Mercedes
2,Heidfeld,2011,Turkish Grand Prix,9,7,6.0,Renault
30,Schumacher,2011,Turkish Grand Prix,8,12,0.0,Mercedes
16,Sutil,2011,Turkish Grand Prix,12,13,0.0,Force India
10,Glock,2011,Turkish Grand Prix,21,24,0.0,Virgin
20,Vettel,2011,Spanish Grand Prix,2,1,25.0,Red Bull
30,Schumacher,2011,Spanish Grand Prix,10,6,8.0,Mercedes
3,Rosberg,2011,Spanish Grand Prix,7,7,6.0,Mercedes
2,Heidfeld,2011,Spanish Grand Prix,24,8,4.0,Renault
16,Sutil,2011,Spanish Grand Prix,17,13,0.0,Force India
10,Glock,2011,Spanish Grand Prix,20,19,0.0,Virgin
20,Vettel,2011,Monaco Grand Prix,1,1,25.0,Red Bull
16,Sutil,2011,Monaco Grand Prix,14,7,6.0,Force India
2,Heidfeld,2011,Monaco Grand Prix,15,8,4.0,Renault
3,Rosberg,2011,Monaco Grand Prix,7,11,0.0,Mercedes
30,Schumacher,2011,Monaco Grand Prix,5,22,0.0,Mercedes
10,Glock,2011,Monaco Grand Prix,20,23,0.0,Virgin
20,Vettel,2011,Canadian Grand Prix,1,2,18.0,Red Bull
30,Schumacher,2011,Canadian Grand Prix,8,4,12.0,Mercedes
3,Rosberg,2011,Canadian Grand Prix,6,11,0.0,Mercedes
10,Glock,2011,Canadian Grand Prix,21,16,0.0,Virgin
2,Heidfeld,2011,Canadian Grand Prix,9,20,0.0,Renault
16,Sutil,2011,Canadian Grand Prix,14,21,0.0,Force India
20,Vettel,2011,European Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2011,European Grand Prix,7,7,6.0,Mercedes
16,Sutil,2011,European Grand Prix,10,9,2.0,Force India
2,Heidfeld,2011,European Grand Prix,9,10,1.0,Renault
30,Schumacher,2011,European Grand Prix,8,17,0.0,Mercedes
10,Glock,2011,European Grand Prix,21,21,0.0,Virgin
20,Vettel,2011,British Grand Prix,2,2,18.0,Red Bull
3,Rosberg,2011,British Grand Prix,9,6,8.0,Mercedes
2,Heidfeld,2011,British Grand Prix,16,8,4.0,Renault
30,Schumacher,2011,British Grand Prix,13,9,2.0,Mercedes
16,Sutil,2011,British Grand Prix,11,11,0.0,Force India
10,Glock,2011,British Grand Prix,20,16,0.0,Virgin
20,Vettel,2011,German Grand Prix,3,4,12.0,Red Bull
16,Sutil,2011,German Grand Prix,8,6,8.0,Force India
3,Rosberg,2011,German Grand Prix,6,7,6.0,Mercedes
30,Schumacher,2011,German Grand Prix,10,8,4.0,Mercedes
10,Glock,2011,German Grand Prix,19,17,0.0,Virgin
2,Heidfeld,2011,German Grand Prix,11,24,0.0,Renault
20,Vettel,2011,Hungarian Grand Prix,1,2,18.0,Red Bull
3,Rosberg,2011,Hungarian Grand Prix,7,9,2.0,Mercedes
16,Sutil,2011,Hungarian Grand Prix,8,14,0.0,Force India
10,Glock,2011,Hungarian Grand Prix,20,17,0.0,Virgin
30,Schumacher,2011,Hungarian Grand Prix,9,22,0.0,Mercedes
2,Heidfeld,2011,Hungarian Grand Prix,14,23,0.0,Renault
20,Vettel,2011,Belgian Grand Prix,1,1,25.0,Red Bull
30,Schumacher,2011,Belgian Grand Prix,24,5,10.0,Mercedes
3,Rosberg,2011,Belgian Grand Prix,5,6,8.0,Mercedes
16,Sutil,2011,Belgian Grand Prix,15,7,6.0,Force India
10,Glock,2011,Belgian Grand Prix,19,18,0.0,Virgin
20,Vettel,2011,Italian Grand Prix,1,1,25.0,Red Bull
30,Schumacher,2011,Italian Grand Prix,8,5,10.0,Mercedes
10,Glock,2011,Italian Grand Prix,21,15,0.0,Virgin
16,Sutil,2011,Italian Grand Prix,12,19,0.0,Force India
3,Rosberg,2011,Italian Grand Prix,9,23,0.0,Mercedes
20,Vettel,2011,Singapore Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2011,Singapore Grand Prix,7,7,6.0,Mercedes
16,Sutil,2011,Singapore Grand Prix,9,8,4.0,Force India
30,Schumacher,2011,Singapore Grand Prix,8,23,0.0,Mercedes
10,Glock,2011,Singapore Grand Prix,21,24,0.0,Virgin
20,Vettel,2011,Japanese Grand Prix,1,3,15.0,Red Bull
30,Schumacher,2011,Japanese Grand Prix,8,6,8.0,Mercedes
3,Rosberg,2011,Japanese Grand Prix,23,10,1.0,Mercedes
16,Sutil,2011,Japanese Grand Prix,11,11,0.0,Force India
10,Glock,2011,Japanese Grand Prix,21,20,0.0,Virgin
20,Vettel,2011,Korean Grand Prix,2,1,25.0,Red Bull
3,Rosberg,2011,Korean Grand Prix,7,8,4.0,Mercedes
16,Sutil,2011,Korean Grand Prix,10,11,0.0,Force India
10,Glock,2011,Korean Grand Prix,21,18,0.0,Virgin
30,Schumacher,2011,Korean Grand Prix,12,24,0.0,Mercedes
20,Vettel,2011,Indian Grand Prix,1,1,25.0,Red Bull
30,Schumacher,2011,Indian Grand Prix,11,5,10.0,Mercedes
3,Rosberg,2011,Indian Grand Prix,7,6,8.0,Mercedes
16,Sutil,2011,Indian Grand Prix,8,9,2.0,Force India
10,Glock,2011,Indian Grand Prix,22,23,0.0,Virgin
3,Rosberg,2011,Abu Dhabi Grand Prix,7,6,8.0,Mercedes
30,Schumacher,2011,Abu Dhabi Grand Prix,8,7,6.0,Mercedes
16,Sutil,2011,Abu Dhabi Grand Prix,9,8,4.0,Force India
10,Glock,2011,Abu Dhabi Grand Prix,19,19,0.0,Virgin
20,Vettel,2011,Abu Dhabi Grand Prix,1,24,0.0,Red Bull
20,Vettel,2011,Brazilian Grand Prix,1,2,18.0,Red Bull
16,Sutil,2011,Brazilian Grand Prix,8,6,8.0,Force India
3,Rosberg,2011,Brazilian Grand Prix,6,7,6.0,Mercedes
30,Schumacher,2011,Brazilian Grand Prix,10,15,0.0,Mercedes
10,Glock,2011,Brazilian Grand Prix,24,24,0.0,Virgin
20,Vettel,2012,Australian Grand Prix,6,2,18.0,Red Bull
3,Rosberg,2012,Australian Grand Prix,7,12,0.0,Mercedes
10,Glock,2012,Australian Grand Prix,20,14,0.0,Marussia
30,Schumacher,2012,Australian Grand Prix,4,20,0.0,Mercedes
807,Hülkenberg,2012,Australian Grand Prix,9,22,0.0,Force India
807,Hülkenberg,2012,Malaysian Grand Prix,16,9,2.0,Force India
30,Schumacher,2012,Malaysian Grand Prix,3,10,1.0,Mercedes
20,Vettel,2012,Malaysian Grand Prix,5,11,0.0,Red Bull
3,Rosberg,2012,Malaysian Grand Prix,7,13,0.0,Mercedes
10,Glock,2012,Malaysian Grand Prix,20,17,0.0,Marussia
3,Rosberg,2012,Chinese Grand Prix,1,1,25.0,Mercedes
20,Vettel,2012,Chinese Grand Prix,11,5,10.0,Red Bull
807,Hülkenberg,2012,Chinese Grand Prix,16,15,0.0,Force India
10,Glock,2012,Chinese Grand Prix,20,19,0.0,Marussia
30,Schumacher,2012,Chinese Grand Prix,2,24,0.0,Mercedes
20,Vettel,2012,Bahrain Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2012,Bahrain Grand Prix,5,5,10.0,Mercedes
30,Schumacher,2012,Bahrain Grand Prix,22,10,1.0,Mercedes
807,Hülkenberg,2012,Bahrain Grand Prix,13,12,0.0,Force India
10,Glock,2012,Bahrain Grand Prix,23,19,0.0,Marussia
20,Vettel,2012,Spanish Grand Prix,7,6,8.0,Red Bull
3,Rosberg,2012,Spanish Grand Prix,6,7,6.0,Mercedes
807,Hülkenberg,2012,Spanish Grand Prix,13,10,1.0,Force India
10,Glock,2012,Spanish Grand Prix,21,18,0.0,Marussia
30,Schumacher,2012,Spanish Grand Prix,8,24,0.0,Mercedes
3,Rosberg,2012,Monaco Grand Prix,2,2,18.0,Mercedes
20,Vettel,2012,Monaco Grand Prix,9,4,12.0,Red Bull
807,Hülkenberg,2012,Monaco Grand Prix,10,8,4.0,Force India
10,Glock,2012,Monaco Grand Prix,19,14,0.0,Marussia
30,Schumacher,2012,Monaco Grand Prix,6,19,0.0,Mercedes
20,Vettel,2012,Canadian Grand Prix,1,4,12.0,Red Bull
3,Rosberg,2012,Canadian Grand Prix,5,6,8.0,Mercedes
807,Hülkenberg,2012,Canadian Grand Prix,13,12,0.0,Force India
10,Glock,2012,Canadian Grand Prix,21,21,0.0,Marussia
30,Schumacher,2012,Canadian Grand Prix,9,22,0.0,Mercedes
