Piloto_ID,Piloto,Año,Carrera,Posición_Salida,Posición_Final,Puntos,Constructor
30,Schumacher,2012,European Grand Prix,12,3,15.0,Mercedes
807,Hülkenberg,2012,European Grand Prix,8,5,10.0,Force India
3,Rosberg,2012,European Grand Prix,6,6,8.0,Mercedes
20,Vettel,2012,European Grand Prix,1,21,0.0,Red Bull
10,Glock,2012,European Grand Prix,0,24,0.0,Marussia
20,Vettel,2012,British Grand Prix,4,3,15.0,Red Bull
30,Schumacher,2012,British Grand Prix,3,7,6.0,Mercedes
807,Hülkenberg,2012,British Grand Prix,14,12,0.0,Force India
3,Rosberg,2012,British Grand Prix,11,15,0.0,Mercedes
10,Glock,2012,British Grand Prix,20,18,0.0,Marussia
20,Vettel,2012,German Grand Prix,2,5,10.0,Red Bull
30,Schumacher,2012,German Grand Prix,3,7,6.0,Mercedes
807,Hülkenberg,2012,German Grand Prix,4,9,2.0,Force India
3,Rosberg,2012,German Grand Prix,21,10,1.0,Mercedes
10,Glock,2012,German Grand Prix,22,22,0.0,Marussia
20,Vettel,2012,Hungarian Grand Prix,3,4,12.0,Red Bull
3,Rosberg,2012,Hungarian Grand Prix,13,10,1.0,Mercedes
807,Hülkenberg,2012,Hungarian Grand Prix,10,11,0.0,Force India
10,Glock,2012,Hungarian Grand Prix,22,21,0.0,Marussia
30,Schumacher,2012,Hungarian Grand Prix,17,24,0.0,Mercedes
20,Vettel,2012,Belgian Grand Prix,10,2,18.0,Red Bull
807,Hülkenberg,2012,Belgian Grand Prix,11,4,12.0,Force India
30,Schumacher,2012,Belgian Grand Prix,13,7,6.0,Mercedes
3,Rosberg,2012,Belgian Grand Prix,23,11,0.0,Mercedes
10,Glock,2012,Belgian Grand Prix,20,15,0.0,Marussia
30,Schumacher,2012,Italian Grand Prix,4,6,8.0,Mercedes
3,Rosberg,2012,Italian Grand Prix,6,7,6.0,Mercedes
10,Glock,2012,Italian Grand Prix,19,17,0.0,Marussia
807,Hülkenberg,2012,Italian Grand Prix,24,21,0.0,Force India
20,Vettel,2012,Italian Grand Prix,5,22,0.0,Red Bull
20,Vettel,2012,Singapore Grand Prix,3,1,25.0,Red Bull
3,Rosberg,2012,Singapore Grand Prix,10,5,10.0,Mercedes
10,Glock,2012,Singapore Grand Prix,20,12,0.0,Marussia
807,Hülkenberg,2012,Singapore Grand Prix,11,14,0.0,Force India
30,Schumacher,2012,Singapore Grand Prix,9,21,0.0,Mercedes
20,Vettel,2012,Japanese Grand Prix,1,1,25.0,Red Bull
807,Hülkenberg,2012,Japanese Grand Prix,15,7,6.0,Force India
30,Schumacher,2012,Japanese Grand Prix,23,11,0.0,Mercedes
10,Glock,2012,Japanese Grand Prix,18,16,0.0,Marussia
3,Rosberg,2012,Japanese Grand Prix,13,24,0.0,Mercedes
20,Vettel,2012,Korean Grand Prix,2,1,25.0,Red Bull
807,Hülkenberg,2012,Korean Grand Prix,8,6,8.0,Force India
30,Schumacher,2012,Korean Grand Prix,10,13,0.0,Mercedes
10,Glock,2012,Korean Grand Prix,20,18,0.0,Marussia
3,Rosberg,2012,Korean Grand Prix,9,23,0.0,Mercedes
20,Vettel,2012,Indian Grand Prix,1,1,25.0,Red Bull
807,Hülkenberg,2012,Indian Grand Prix,12,8,4.0,Force India
3,Rosberg,2012,Indian Grand Prix,10,11,0.0,Mercedes
10,Glock,2012,Indian Grand Prix,21,20,0.0,Marussia
30,Schumacher,2012,Indian Grand Prix,14,22,0.0,Mercedes
20,Vettel,2012,Abu Dhabi Grand Prix,24,3,15.0,Red Bull
30,Schumacher,2012,Abu Dhabi Grand Prix,13,11,0.0,Mercedes
10,Glock,2012,Abu Dhabi Grand Prix,21,14,0.0,Marussia
3,Rosberg,2012,Abu Dhabi Grand Prix,7,23,0.0,Mercedes
807,Hülkenberg,2012,Abu Dhabi Grand Prix,10,24,0.0,Force India
20,Vettel,2012,United States Grand Prix,1,2,18.0,Red Bull
807,Hülkenberg,2012,United States Grand Prix,6,8,4.0,Force India
3,Rosberg,2012,United States Grand Prix,17,13,0.0,Mercedes
30,Schumacher,2012,United States Grand Prix,5,16,0.0,Mercedes
10,Glock,2012,United States Grand Prix,19,19,0.0,Marussia
807,Hülkenberg,2012,Brazilian Grand Prix,6,5,10.0,Force India
20,Vettel,2012,Brazilian Grand Prix,4,6,8.0,Red Bull
30,Schumacher,2012,Brazilian Grand Prix,13,7,6.0,Mercedes
3,Rosberg,2012,Brazilian Grand Prix,9,15,0.0,Mercedes
10,Glock,2012,Brazilian Grand Prix,21,16,0.0,Marussia
20,Vettel,2013,Australian Grand Prix,1,3,15.0,Red Bull
16,Sutil,2013,Australian Grand Prix,12,7,6.0,Force India
3,Rosberg,2013,Australian Grand Prix,6,20,0.0,Mercedes
807,Hülkenberg,2013,Australian Grand Prix,11,22,0.0,Sauber
20,Vettel,2013,Malaysian Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2013,Malaysian Grand Prix,6,4,12.0,Mercedes
807,Hülkenberg,2013,Malaysian Grand Prix,12,8,4.0,Sauber
16,Sutil,2013,Malaysian Grand Prix,8,20,0.0,Force India
20,Vettel,2013,Chinese Grand Prix,9,4,12.0,Red Bull
807,Hülkenberg,2013,Chinese Grand Prix,10,10,1.0,Sauber
3,Rosberg,2013,Chinese Grand Prix,4,19,0.0,Mercedes
16,Sutil,2013,Chinese Grand Prix,13,21,0.0,Force India
20,Vettel,2013,Bahrain Grand Prix,2,1,25.0,Red Bull
3,Rosberg,2013,Bahrain Grand Prix,1,9,2.0,Mercedes
807,Hülkenberg,2013,Bahrain Grand Prix,14,12,0.0,Sauber
16,Sutil,2013,Bahrain Grand Prix,6,13,0.0,Force India
20,Vettel,2013,Spanish Grand Prix,3,4,12.0,Red Bull
3,Rosberg,2013,Spanish Grand Prix,1,6,8.0,Mercedes
16,Sutil,2013,Spanish Grand Prix,13,13,0.0,Force India
807,Hülkenberg,2013,Spanish Grand Prix,15,15,0.0,Sauber
3,Rosberg,2013,Monaco Grand Prix,1,1,25.0,Mercedes
20,Vettel,2013,Monaco Grand Prix,3,2,18.0,Red Bull
16,Sutil,2013,Monaco Grand Prix,8,5,10.0,Force India
807,Hülkenberg,2013,Monaco Grand Prix,11,11,0.0,Sauber
20,Vettel,2013,Canadian Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2013,Canadian Grand Prix,4,5,10.0,Mercedes
16,Sutil,2013,Canadian Grand Prix,8,10,1.0,Force India
807,Hülkenberg,2013,Canadian Grand Prix,9,21,0.0,Sauber
3,Rosberg,2013,British Grand Prix,2,1,25.0,Mercedes
16,Sutil,2013,British Grand Prix,6,7,6.0,Force India
807,Hülkenberg,2013,British Grand Prix,14,10,1.0,Sauber
20,Vettel,2013,British Grand Prix,3,21,0.0,Red Bull
20,Vettel,2013,German Grand Prix,2,1,25.0,Red Bull
3,Rosberg,2013,German Grand Prix,11,9,2.0,Mercedes
807,Hülkenberg,2013,German Grand Prix,10,10,1.0,Sauber
16,Sutil,2013,German Grand Prix,15,13,0.0,Force India
20,Vettel,2013,Hungarian Grand Prix,2,3,15.0,Red Bull
807,Hülkenberg,2013,Hungarian Grand Prix,12,11,0.0,Sauber
3,Rosberg,2013,Hungarian Grand Prix,4,19,0.0,Mercedes
16,Sutil,2013,Hungarian Grand Prix,11,22,0.0,Force India
20,Vettel,2013,Belgian Grand Prix,2,1,25.0,Red Bull
3,Rosberg,2013,Belgian Grand Prix,4,4,12.0,Mercedes
16,Sutil,2013,Belgian Grand Prix,12,9,2.0,Force India
807,Hülkenberg,2013,Belgian Grand Prix,11,13,0.0,Sauber
20,Vettel,2013,Italian Grand Prix,1,1,25.0,Red Bull
807,Hülkenberg,2013,Italian Grand Prix,3,5,10.0,Sauber
3,Rosberg,2013,Italian Grand Prix,6,6,8.0,Mercedes
16,Sutil,2013,Italian Grand Prix,17,16,0.0,Force India
20,Vettel,2013,Singapore Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2013,Singapore Grand Prix,2,4,12.0,Mercedes
807,Hülkenberg,2013,Singapore Grand Prix,11,9,2.0,Sauber
16,Sutil,2013,Singapore Grand Prix,15,10,1.0,Force India
20,Vettel,2013,Korean Grand Prix,1,1,25.0,Red Bull
807,Hülkenberg,2013,Korean Grand Prix,7,4,12.0,Sauber
3,Rosberg,2013,Korean Grand Prix,4,7,6.0,Mercedes
16,Sutil,2013,Korean Grand Prix,14,20,0.0,Force India
20,Vettel,2013,Japanese Grand Prix,2,1,25.0,Red Bull
807,Hülkenberg,2013,Japanese Grand Prix,7,6,8.0,Sauber
3,Rosberg,2013,Japanese Grand Prix,6,8,4.0,Mercedes
16,Sutil,2013,Japanese Grand Prix,22,14,0.0,Force India
20,Vettel,2013,Indian Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2013,Indian Grand Prix,2,2,18.0,Mercedes
16,Sutil,2013,Indian Grand Prix,13,9,2.0,Force India
807,Hülkenberg,2013,Indian Grand Prix,7,19,0.0,Sauber
20,Vettel,2013,Abu Dhabi Grand Prix,2,1,25.0,Red Bull
3,Rosberg,2013,Abu Dhabi Grand Prix,3,3,15.0,Mercedes
16,Sutil,2013,Abu Dhabi Grand Prix,17,10,1.0,Force India
807,Hülkenberg,2013,Abu Dhabi Grand Prix,5,14,0.0,Sauber
20,Vettel,2013,United States Grand Prix,1,1,25.0,Red Bull
807,Hülkenberg,2013,United States Grand Prix,4,6,8.0,Sauber
3,Rosberg,2013,United States Grand Prix,12,9,2.0,Mercedes
16,Sutil,2013,United States Grand Prix,16,22,0.0,Force India
20,Vettel,2013,Brazilian Grand Prix,1,1,25.0,Red Bull
3,Rosberg,2013,Brazilian Grand Prix,2,5,10.0,Mercedes
807,Hülkenberg,2013,Brazilian Grand Prix,10,8,4.0,Sauber
16,Sutil,2013,Brazilian Grand Prix,15,13,0.0,Force India
3,Rosberg,2014,Australian Grand Prix,3,1,25.0,Mercedes
807,Hülkenberg,2014,Australian Grand Prix,7,6,8.0,Force India
16,Sutil,2014,Australian Grand Prix,13,11,0.0,Sauber
20,Vettel,2014,Australian Grand Prix,12,18,0.0,Red Bull
3,Rosberg,2014,Malaysian Grand Prix,3,2,18.0,Mercedes
20,Vettel,2014,Malaysian Grand Prix,2,3,15.0,Red Bull
807,Hülkenberg,2014,Malaysian Grand Prix,7,5,10.0,Force India
16,Sutil,2014,Malaysian Grand Prix,17,18,0.0,Sauber
3,Rosberg,2014,Bahrain Grand Prix,1,2,18.0,Mercedes
807,Hülkenberg,2014,Bahrain Grand Prix,11,5,10.0,Force India
20,Vettel,2014,Bahrain Grand Prix,10,6,8.0,Red Bull
16,Sutil,2014,Bahrain Grand Prix,22,22,0.0,Sauber
3,Rosberg,2014,Chinese Grand Prix,4,2,18.0,Mercedes
20,Vettel,2014,Chinese Grand Prix,3,5,10.0,Red Bull
807,Hülkenberg,2014,Chinese Grand Prix,8,6,8.0,Force India
16,Sutil,2014,Chinese Grand Prix,14,22,0.0,Sauber
3,Rosberg,2014,Spanish Grand Prix,2,2,18.0,Mercedes
20,Vettel,2014,Spanish Grand Prix,15,4,12.0,Red Bull
807,Hülkenberg,2014,Spanish Grand Prix,10,10,1.0,Force India
16,Sutil,2014,Spanish Grand Prix,16,17,0.0,Sauber
3,Rosberg,2014,Monaco Grand Prix,1,1,25.0,Mercedes
807,Hülkenberg,2014,Monaco Grand Prix,11,5,10.0,Force India
16,Sutil,2014,Monaco Grand Prix,18,18,0.0,Sauber
20,Vettel,2014,Monaco Grand Prix,4,20,0.0,Red Bull
3,Rosberg,2014,Canadian Grand Prix,1,2,18.0,Mercedes
20,Vettel,2014,Canadian Grand Prix,3,3,15.0,Red Bull
807,Hülkenberg,2014,Canadian Grand Prix,11,5,10.0,Force India
16,Sutil,2014,Canadian Grand Prix,16,13,0.0,Sauber
3,Rosberg,2014,Austrian Grand Prix,3,1,25.0,Mercedes
807,Hülkenberg,2014,Austrian Grand Prix,10,9,2.0,Force India
16,Sutil,2014,Austrian Grand Prix,16,13,0.0,Sauber
20,Vettel,2014,Austrian Grand Prix,12,21,0.0,Red Bull
20,Vettel,2014,British Grand Prix,2,5,10.0,Red Bull
807,Hülkenberg,2014,British Grand Prix,4,8,4.0,Force India
16,Sutil,2014,British Grand Prix,13,13,0.0,Sauber
3,Rosberg,2014,British Grand Prix,1,18,0.0,Mercedes
3,Rosberg,2014,German Grand Prix,1,1,25.0,Mercedes
20,Vettel,2014,German Grand Prix,6,4,12.0,Red Bull
807,Hülkenberg,2014,German Grand Prix,9,7,6.0,Force India
16,Sutil,2014,German Grand Prix,15,19,0.0,Sauber
3,Rosberg,2014,Hungarian Grand Prix,1,4,12.0,Mercedes
20,Vettel,2014,Hungarian Grand Prix,2,7,6.0,Red Bull
16,Sutil,2014,Hungarian Grand Prix,11,11,0.0,Sauber
807,Hülkenberg,2014,Hungarian Grand Prix,9,20,0.0,Force India
3,Rosberg,2014,Belgian Grand Prix,1,2,18.0,Mercedes
20,Vettel,2014,Belgian Grand Prix,3,5,10.0,Red Bull
807,Hülkenberg,2014,Belgian Grand Prix,18,10,1.0,Force India
16,Sutil,2014,Belgian Grand Prix,14,14,0.0,Sauber
827,Lotterer,2014,Belgian Grand Prix,21,22,0.0,Caterham
3,Rosberg,2014,Italian Grand Prix,2,2,18.0,Mercedes
20,Vettel,2014,Italian Grand Prix,8,6,8.0,Red Bull
807,Hülkenberg,2014,Italian Grand Prix,13,12,0.0,Force India
16,Sutil,2014,Italian Grand Prix,14,15,0.0,Sauber
20,Vettel,2014,Singapore Grand Prix,4,2,18.0,Red Bull
807,Hülkenberg,2014,Singapore Grand Prix,13,9,2.0,Force India
16,Sutil,2014,Singapore Grand Prix,17,19,0.0,Sauber
3,Rosberg,2014,Singapore Grand Prix,2,21,0.0,Mercedes
3,Rosberg,2014,Japanese Grand Prix,1,2,18.0,Mercedes
20,Vettel,2014,Japanese Grand Prix,9,3,15.0,Red Bull
807,Hülkenberg,2014,Japanese Grand Prix,13,8,4.0,Force India
16,Sutil,2014,Japanese Grand Prix,14,21,0.0,Sauber
3,Rosberg,2014,Russian Grand Prix,2,2,18.0,Mercedes
20,Vettel,2014,Russian Grand Prix,10,8,4.0,Red Bull
807,Hülkenberg,2014,Russian Grand Prix,17,12,0.0,Force India
16,Sutil,2014,Russian Grand Prix,14,16,0.0,Sauber
3,Rosberg,2014,United States Grand Prix,1,2,18.0,Mercedes
20,Vettel,2014,United States Grand Prix,18,7,6.0,Red Bull
807,Hülkenberg,2014,United States Grand Prix,13,16,0.0,Force India
16,Sutil,2014,United States Grand Prix,9,18,0.0,Sauber
3,Rosberg,2014,Brazilian Grand Prix,1,1,25.0,Mercedes
20,Vettel,2014,Brazilian Grand Prix,6,5,10.0,Red Bull
807,Hülkenberg,2014,Brazilian Grand Prix,12,8,4.0,Force India
16,Sutil,2014,Brazilian Grand Prix,13,16,0.0,Sauber
807,Hülkenberg,2014,Abu Dhabi Grand Prix,12,6,16.0,Force India
20,Vettel,2014,Abu Dhabi Grand Prix,19,8,8.0,Red Bull
3,Rosberg,2014,Abu Dhabi Grand Prix,1,14,0.0,Mercedes
16,Sutil,2014,Abu Dhabi Grand Prix,13,16,0.0,Sauber
3,Rosberg,2015,Australian Grand Prix,2,2,18.0,Mercedes
20,Vettel,2015,Australian Grand Prix,4,3,15.0,Ferrari
807,Hülkenberg,2015,Australian Grand Prix,13,7,6.0,Force India
20,Vettel,2015,Malaysian Grand Prix,2,1,25.0,Ferrari
3,Rosberg,2015,Malaysian Grand Prix,3,3,15.0,Mercedes
807,Hülkenberg,2015,Malaysian Grand Prix,13,14,0.0,Force India
3,Rosberg,2015,Chinese Grand Prix,2,2,18.0,Mercedes
20,Vettel,2015,Chinese Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2015,Chinese Grand Prix,16,20,0.0,Force India
3,Rosberg,2015,Bahrain Grand Prix,3,3,15.0,Mercedes
20,Vettel,2015,Bahrain Grand Prix,2,5,10.0,Ferrari
807,Hülkenberg,2015,Bahrain Grand Prix,8,13,0.0,Force India
3,Rosberg,2015,Spanish Grand Prix,1,1,25.0,Mercedes
20,Vettel,2015,Spanish Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2015,Spanish Grand Prix,17,15,0.0,Force India
3,Rosberg,2015,Monaco Grand Prix,2,1,25.0,Mercedes
20,Vettel,2015,Monaco Grand Prix,3,2,18.0,Ferrari
807,Hülkenberg,2015,Monaco Grand Prix,11,11,0.0,Force India
3,Rosberg,2015,Canadian Grand Prix,2,2,18.0,Mercedes
20,Vettel,2015,Canadian Grand Prix,18,5,10.0,Ferrari
807,Hülkenberg,2015,Canadian Grand Prix,7,8,4.0,Force India
3,Rosberg,2015,Austrian Grand Prix,2,1,25.0,Mercedes
20,Vettel,2015,Austrian Grand Prix,3,4,12.0,Ferrari
807,Hülkenberg,2015,Austrian Grand Prix,5,6,8.0,Force India
3,Rosberg,2015,British Grand Prix,2,2,18.0,Mercedes
20,Vettel,2015,British Grand Prix,6,3,15.0,Ferrari
807,Hülkenberg,2015,British Grand Prix,9,7,6.0,Force India
20,Vettel,2015,Hungarian Grand Prix,3,1,25.0,Ferrari
3,Rosberg,2015,Hungarian Grand Prix,2,8,4.0,Mercedes
807,Hülkenberg,2015,Hungarian Grand Prix,11,20,0.0,Force India
3,Rosberg,2015,Belgian Grand Prix,2,2,18.0,Mercedes
20,Vettel,2015,Belgian Grand Prix,8,12,0.0,Ferrari
807,Hülkenberg,2015,Belgian Grand Prix,11,20,0.0,Force India
20,Vettel,2015,Italian Grand Prix,3,2,18.0,Ferrari
807,Hülkenberg,2015,Italian Grand Prix,9,7,6.0,Force India
3,Rosberg,2015,Italian Grand Prix,4,17,0.0,Mercedes
20,Vettel,2015,Singapore Grand Prix,1,1,25.0,Ferrari
3,Rosberg,2015,Singapore Grand Prix,6,4,12.0,Mercedes
807,Hülkenberg,2015,Singapore Grand Prix,11,20,0.0,Force India
3,Rosberg,2015,Japanese Grand Prix,1,2,18.0,Mercedes
20,Vettel,2015,Japanese Grand Prix,4,3,15.0,Ferrari
807,Hülkenberg,2015,Japanese Grand Prix,13,6,8.0,Force India
20,Vettel,2015,Russian Grand Prix,4,2,18.0,Ferrari
3,Rosberg,2015,Russian Grand Prix,1,18,0.0,Mercedes
807,Hülkenberg,2015,Russian Grand Prix,6,19,0.0,Force India
3,Rosberg,2015,United States Grand Prix,1,2,18.0,Mercedes
20,Vettel,2015,United States Grand Prix,13,3,15.0,Ferrari
807,Hülkenberg,2015,United States Grand Prix,6,14,0.0,Force India
3,Rosberg,2015,Mexican Grand Prix,1,1,25.0,Mercedes
807,Hülkenberg,2015,Mexican Grand Prix,10,7,6.0,Force India
20,Vettel,2015,Mexican Grand Prix,3,18,0.0,Ferrari
3,Rosberg,2015,Brazilian Grand Prix,1,1,25.0,Mercedes
20,Vettel,2015,Brazilian Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2015,Brazilian Grand Prix,5,6,8.0,Force India
3,Rosberg,2015,Abu Dhabi Grand Prix,1,1,25.0,Mercedes
20,Vettel,2015,Abu Dhabi Grand Prix,15,4,12.0,Ferrari
807,Hülkenberg,2015,Abu Dhabi Grand Prix,7,7,6.0,Force India
3,Rosberg,2016,Australian Grand Prix,2,1,25.0,Mercedes
20,Vettel,2016,Australian Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2016,Australian Grand Prix,10,7,6.0,Force India
836,Wehrlein,2016,Australian Grand Prix,21,16,0.0,Manor Marussia
3,Rosberg,2016,Bahrain Grand Prix,2,1,25.0,Mercedes
836,Wehrlein,2016,Bahrain Grand Prix,16,13,0.0,Manor Marussia
807,Hülkenberg,2016,Bahrain Grand Prix,8,15,0.0,Force India
20,Vettel,2016,Bahrain Grand Prix,3,21,0.0,Ferrari
3,Rosberg,2016,Chinese Grand Prix,1,1,25.0,Mercedes
20,Vettel,2016,Chinese Grand Prix,4,2,18.0,Ferrari
807,Hülkenberg,2016,Chinese Grand Prix,13,15,0.0,Force India
836,Wehrlein,2016,Chinese Grand Prix,21,18,0.0,Manor Marussia
3,Rosberg,2016,Russian Grand Prix,1,1,25.0,Mercedes
836,Wehrlein,2016,Russian Grand Prix,20,18,0.0,Manor Marussia
20,Vettel,2016,Russian Grand Prix,7,20,0.0,Ferrari
807,Hülkenberg,2016,Russian Grand Prix,13,21,0.0,Force India
20,Vettel,2016,Spanish Grand Prix,6,3,15.0,Ferrari
836,Wehrlein,2016,Spanish Grand Prix,21,16,0.0,Manor Marussia
807,Hülkenberg,2016,Spanish Grand Prix,11,20,0.0,Force India
3,Rosberg,2016,Spanish Grand Prix,2,22,0.0,Mercedes
20,Vettel,2016,Monaco Grand Prix,4,4,12.0,Ferrari
807,Hülkenberg,2016,Monaco Grand Prix,5,6,8.0,Force India
3,Rosberg,2016,Monaco Grand Prix,2,7,6.0,Mercedes
836,Wehrlein,2016,Monaco Grand Prix,20,14,0.0,Manor Marussia
20,Vettel,2016,Canadian Grand Prix,3,2,18.0,Ferrari
3,Rosberg,2016,Canadian Grand Prix,2,5,10.0,Mercedes
807,Hülkenberg,2016,Canadian Grand Prix,9,8,4.0,Force India
836,Wehrlein,2016,Canadian Grand Prix,17,17,0.0,Manor Marussia
3,Rosberg,2016,European Grand Prix,1,1,25.0,Mercedes
20,Vettel,2016,European Grand Prix,3,2,18.0,Ferrari
807,Hülkenberg,2016,European Grand Prix,12,9,2.0,Force India
836,Wehrlein,2016,European Grand Prix,17,20,0.0,Manor Marussia
3,Rosberg,2016,Austrian Grand Prix,6,4,12.0,Mercedes
836,Wehrlein,2016,Austrian Grand Prix,12,10,1.0,Manor Marussia
807,Hülkenberg,2016,Austrian Grand Prix,2,19,0.0,Force India
20,Vettel,2016,Austrian Grand Prix,9,21,0.0,Ferrari
3,Rosberg,2016,British Grand Prix,2,3,15.0,Mercedes
807,Hülkenberg,2016,British Grand Prix,8,7,6.0,Force India
20,Vettel,2016,British Grand Prix,11,9,2.0,Ferrari
836,Wehrlein,2016,British Grand Prix,20,22,0.0,Manor Marussia
3,Rosberg,2016,Hungarian Grand Prix,1,2,18.0,Mercedes
20,Vettel,2016,Hungarian Grand Prix,5,4,12.0,Ferrari
807,Hülkenberg,2016,Hungarian Grand Prix,9,10,1.0,Force India
836,Wehrlein,2016,Hungarian Grand Prix,20,19,0.0,Manor Marussia
3,Rosberg,2016,German Grand Prix,1,4,12.0,Mercedes
20,Vettel,2016,German Grand Prix,6,5,10.0,Ferrari
807,Hülkenberg,2016,German Grand Prix,8,7,6.0,Force India
836,Wehrlein,2016,German Grand Prix,17,17,0.0,Manor Marussia
3,Rosberg,2016,Belgian Grand Prix,1,1,25.0,Mercedes
807,Hülkenberg,2016,Belgian Grand Prix,7,4,12.0,Force India
20,Vettel,2016,Belgian Grand Prix,4,6,8.0,Ferrari
836,Wehrlein,2016,Belgian Grand Prix,15,22,0.0,Manor Marussia
3,Rosberg,2016,Italian Grand Prix,2,1,25.0,Mercedes
20,Vettel,2016,Italian Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2016,Italian Grand Prix,9,10,1.0,Force India
836,Wehrlein,2016,Italian Grand Prix,13,20,0.0,Manor Marussia
3,Rosberg,2016,Singapore Grand Prix,1,1,25.0,Mercedes
20,Vettel,2016,Singapore Grand Prix,22,5,10.0,Ferrari
836,Wehrlein,2016,Singapore Grand Prix,19,16,0.0,Manor Marussia
807,Hülkenberg,2016,Singapore Grand Prix,8,21,0.0,Force India
3,Rosberg,2016,Malaysian Grand Prix,2,3,15.0,Mercedes
807,Hülkenberg,2016,Malaysian Grand Prix,8,8,4.0,Force India
836,Wehrlein,2016,Malaysian Grand Prix,21,15,0.0,Manor Marussia
20,Vettel,2016,Malaysian Grand Prix,5,22,0.0,Ferrari
3,Rosberg,2016,Japanese Grand Prix,1,1,25.0,Mercedes
20,Vettel,2016,Japanese Grand Prix,6,4,12.0,Ferrari
807,Hülkenberg,2016,Japanese Grand Prix,9,8,4.0,Force India
836,Wehrlein,2016,Japanese Grand Prix,21,22,0.0,Manor Marussia
3,Rosberg,2016,United States Grand Prix,2,2,18.0,Mercedes
20,Vettel,2016,United States Grand Prix,6,4,12.0,Ferrari
836,Wehrlein,2016,United States Grand Prix,20,17,0.0,Manor Marussia
807,Hülkenberg,2016,United States Grand Prix,7,22,0.0,Force India
3,Rosberg,2016,Mexican Grand Prix,2,2,18.0,Mercedes
20,Vettel,2016,Mexican Grand Prix,7,5,10.0,Ferrari
807,Hülkenberg,2016,Mexican Grand Prix,5,7,6.0,Force India
836,Wehrlein,2016,Mexican Grand Prix,16,22,0.0,Manor Marussia
3,Rosberg,2016,Brazilian Grand Prix,2,2,18.0,Mercedes
20,Vettel,2016,Brazilian Grand Prix,5,5,10.0,Ferrari
807,Hülkenberg,2016,Brazilian Grand Prix,8,7,6.0,Force India
836,Wehrlein,2016,Brazilian Grand Prix,19,15,0.0,Manor Marussia
3,Rosberg,2016,Abu Dhabi Grand Prix,2,2,18.0,Mercedes
20,Vettel,2016,Abu Dhabi Grand Prix,5,3,15.0,Ferrari
807,Hülkenberg,2016,Abu Dhabi Grand Prix,7,7,6.0,Force India
836,Wehrlein,2016,Abu Dhabi Grand Prix,16,14,0.0,Manor Marussia
20,Vettel,2017,Australian Grand Prix,2,1,25.0,Ferrari
807,Hülkenberg,2017,Australian Grand Prix,11,11,0.0,Renault
20,Vettel,2017,Chinese Grand Prix,2,2,18.0,Ferrari
807,Hülkenberg,2017,Chinese Grand Prix,7,12,0.0,Renault
20,Vettel,2017,Bahrain Grand Prix,3,1,25.0,Ferrari
807,Hülkenberg,2017,Bahrain Grand Prix,7,9,2.0,Renault
836,Wehrlein,2017,Bahrain Grand Prix,13,11,0.0,Sauber
20,Vettel,2017,Russian Grand Prix,1,2,18.0,Ferrari
807,Hülkenberg,2017,Russian Grand Prix,8,8,4.0,Renault
836,Wehrlein,2017,Russian Grand Prix,17,16,0.0,Sauber
20,Vettel,2017,Spanish Grand Prix,2,2,18.0,Ferrari
807,Hülkenberg,2017,Spanish Grand Prix,13,6,8.0,Renault
836,Wehrlein,2017,Spanish Grand Prix,15,8,4.0,Sauber
20,Vettel,2017,Monaco Grand Prix,2,1,25.0,Ferrari
836,Wehrlein,2017,Monaco Grand Prix,18,19,0.0,Sauber
807,Hülkenberg,2017,Monaco Grand Prix,10,20,0.0,Renault
20,Vettel,2017,Canadian Grand Prix,2,4,12.0,Ferrari
807,Hülkenberg,2017,Canadian Grand Prix,10,8,4.0,Renault
836,Wehrlein,2017,Canadian Grand Prix,20,15,0.0,Sauber
20,Vettel,2017,Azerbaijan Grand Prix,4,4,12.0,Ferrari
836,Wehrlein,2017,Azerbaijan Grand Prix,14,10,1.0,Sauber
807,Hülkenberg,2017,Azerbaijan Grand Prix,13,17,0.0,Renault
20,Vettel,2017,Austrian Grand Prix,2,2,18.0,Ferrari
807,Hülkenberg,2017,Austrian Grand Prix,11,13,0.0,Renault
836,Wehrlein,2017,Austrian Grand Prix,20,14,0.0,Sauber
807,Hülkenberg,2017,British Grand Prix,5,6,8.0,Renault
20,Vettel,2017,British Grand Prix,3,7,6.0,Ferrari
836,Wehrlein,2017,British Grand Prix,17,17,0.0,Sauber
20,Vettel,2017,Hungarian Grand Prix,1,1,25.0,Ferrari
836,Wehrlein,2017,Hungarian Grand Prix,18,15,0.0,Sauber
807,Hülkenberg,2017,Hungarian Grand Prix,12,17,0.0,Renault
20,Vettel,2017,Belgian Grand Prix,2,2,18.0,Ferrari
807,Hülkenberg,2017,Belgian Grand Prix,7,6,8.0,Renault
836,Wehrlein,2017,Belgian Grand Prix,18,20,0.0,Sauber
20,Vettel,2017,Italian Grand Prix,6,3,15.0,Ferrari
